8,5,4,7,9,6,3,1
9,8,7,4,5,6,3,2
2,5,6,9,8,7,4,1
5,4,7,8,9,6,5,2
5,7,8,9,6,5,2,1
6,3,2,5,1,2,5,4
9,6,5,2,1,4,2,8
9,8,5,2,1,2,1,3
1,9,6,5,1,2,3,2
9,6,3,2,5,1,2,1
9,6,3,2,5,2,5,2
7,4,5,2,1,2,1,1
3,2,6,5,4,1,2,8
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
8,7,9,6,5,7,8,6
